SG_UF_ESCOLA,NO_MUNICIPIO_ESCOLA,NO_ESCOLA_EDUCACENSO,TP_DEPENDENCIA_ADM_ESCOLA,TP_LOCALIZACAO_ESCOLA,NU_MATRICULAS,NU_PARTICIPANTES_NEC_ESP,NU_PARTICIPANTES,NU_TAXA_PARTICIPACAO,NU_MEDIA_CN,NU_MEDIA_CH,NU_MEDIA_LP,NU_MEDIA_MT,NU_MEDIA_RED,INSE,PC_FORMACAO_DOCENTE,NU_TAXA_PERMANENCIA,NU_TAXA_APROVACAO,NU_TAXA_REPROVACAO,NU_TAXA_ABANDONO,PORTE_ESCOLA
RO,Vilhena,EEEFM ALVARES DE AZEVEDO,2,1,177,6.0,144,81.36,548.34,478.1,499.26,455.67,515.28,Grupo 4,72.2,48.61,85.6,5.0,9.4,Maior que 90 alunos
RO,Vilhena,EEEFM MARECHAL RONDON,2,1,118,3.0,70,59.32,534.42,466.12,481.87,439.49,491.43,Grupo 3,56.2,41.43,76.9,23.1,0.0,Maior que 90 alunos
RO,Vilhena,EEEFM ZILDA DA FROTA UCHOA,2,1,97,3.0,68,70.1,544.19,469.38,482.26,451.34,479.12,Grupo 3,70.9,58.82,59.3,40.7,0.0,Maior que 90 alunos
RO,Cabixi,EEEFM JOSE DE ANCHIETA,2,1,71,0.0,40,56.34,526.25,469.29,477.2,432.68,462.5,Grupo 3,42.2,92.5,78.2,10.4,11.4,De 61 a 90 alunos
RO,Cerejeiras,EEEFM TANCREDO DE ALMEIDA NEVES,2,1,139,0.0,100,71.94,552.17,471.7,491.82,448.01,519.6,Grupo 3,58.7,82.0,72.8,21.5,5.7,Maior que 90 alunos
RO,Pimenteiras do Oeste,EEEFM INACIO DE CASTRO,2,1,17,0.0,11,64.71,533.15,429.95,488.09,397.33,514.55,Grupo 3,53.8,81.82,86.7,10.8,2.5,De 1 a 30 alunos
RO,Colorado do Oeste,EEEFM PAULO DE ASSIS RIBEIRO,2,1,106,0.0,81,76.42,521.39,461.8,472.57,443.64,482.47,Grupo 4,59.3,76.54,90.1,6.9,3.0,Maior que 90 alunos
RO,Corumbiara,EEEFM MARECHAL RONDON,2,2,23,0.0,17,73.91,537.01,462.11,443.66,446.59,487.06,Grupo 3,50.0,76.47,80.9,7.4,11.7,De 1 a 30 alunos
RO,Corumbiara,E E E F M DOUTOR OSWALDO PIANA,2,1,68,1.0,44,64.71,511.01,438.6,457.93,425.87,453.18,Grupo 3,54.2,84.09,78.5,11.0,10.5,De 61 a 90 alunos
RO,Colorado do Oeste,IFRO - CAMPUS COLORADO DO OESTE,1,2,132,2.0,123,93.18,596.71,530.07,534.3,524.56,608.29,Grupo 3,85.8,99.19,86.5,13.5,0.0,Maior que 90 alunos
RO,Porto Velho,CENTRO DE ENSINO MINEIRO,4,1,28,0.0,24,85.71,565.87,500.15,507.52,514.28,528.33,Grupo 5,64.3,66.67,95.4,4.6,0.0,De 1 a 30 alunos
RO,Porto Velho,EEEFM ULISSES GUIMARAES,2,1,68,0.0,37,54.41,517.63,446.07,454.68,416.94,487.03,Grupo 3,53.1,81.08,67.1,4.0,28.9,De 61 a 90 alunos
RO,Espigão D'Oeste,ESCOLA MONTEIRO LOBATO,4,1,27,0.0,25,92.59,590.17,519.98,508.95,550.93,529.6,Grupo 4,39.5,60.0,98.7,1.3,0.0,De 1 a 30 alunos
RO,Jaru,COOPERATIVA DE PROFISSIONAIS EM EDUCACAO,4,1,14,0.0,12,85.71,545.92,462.66,491.77,454.13,538.33,Grupo 5,43.6,91.67,100.0,0.0,0.0,De 1 a 30 alunos
RO,Porto Velho,EEEFM JAYME PEIXOTO DE ALENCAR,2,2,57,0.0,39,68.42,517.04,436.48,464.04,437.22,446.67,Grupo 3,54.3,74.36,84.1,9.5,6.4,De 31 a 60 alunos
RO,Porto Velho,EPEFM TERRA NOVA,4,1,41,0.0,39,95.12,561.12,493.41,516.85,468.38,589.74,Grupo 5,74.4,43.59,83.3,15.7,1.0,De 31 a 60 alunos
RO,Porto Velho,EEEB PROF JOAO BENTO DA COSTA,2,1,662,0.0,618,93.35,567.84,487.04,515.46,484.05,624.76,Grupo 3,60.0,59.71,70.5,18.1,11.4,Maior que 90 alunos
RO,Vilhena,COOPERATIVA EDUCACIONAL DE VILHENA,4,1,20,0.0,17,85.0,607.88,536.74,575.99,561.27,676.47,Grupo 5,53.8,70.59,98.1,1.9,0.0,De 1 a 30 alunos
RO,Porto Velho,COLEGIO CLASSE A,4,1,42,0.0,42,100.0,634.75,569.4,580.67,602.39,730.0,Grupo 5,75.0,90.48,90.7,9.3,0.0,De 31 a 60 alunos
RO,Vilhena,COLEGIO PROFESSOR VANKS,4,1,45,0.0,36,80.0,578.39,520.39,528.88,523.04,595.56,Grupo 5,37.5,52.78,99.1,0.9,0.0,De 31 a 60 alunos
RO,Rolim de Moura,COLEGIO CLARICE LISPECTOR LTDA,4,1,17,0.0,17,100.0,619.46,547.41,564.92,550.17,637.65,Grupo 5,46.2,70.59,100.0,0.0,0.0,De 1 a 30 alunos
RO,Cacoal,EEEM JOSINO BRITO,2,1,149,1.0,116,77.85,551.53,471.95,485.8,461.4,514.34,Grupo 3,63.9,71.55,76.3,11.7,12.0,Maior que 90 alunos
RO,Candeias do Jamari,EEEFM ALBINO BUTTNER,2,1,40,0.0,21,52.5,545.49,447.01,462.84,416.75,513.33,Grupo 3,55.2,76.19,80.8,15.8,3.4,De 31 a 60 alunos
RO,Ji-Paraná,E E E M JOVEM GONCALVES VILELA,2,1,230,0.0,206,89.57,558.84,473.76,497.35,473.82,561.84,Grupo 4,52.7,64.08,82.4,12.9,4.7,Maior que 90 alunos
RO,Nova Mamoré,EEEFM PROFESSORA MARIA LAURINDA GROFF,2,2,76,0.0,44,57.89,525.08,445.99,471.16,426.29,476.36,Grupo 2,44.5,93.18,86.6,0.7,12.7,De 61 a 90 alunos
RO,Porto Velho,EEEFM MARCELO CANDIA SUBSEDE I,2,1,65,0.0,60,92.31,565.58,482.88,530.01,474.83,657.67,Grupo 4,53.8,76.67,87.6,11.7,0.7,De 61 a 90 alunos
RO,Porto Velho,ESCOLA ANISIO TEIXEIRA,2,1,36,0.0,33,91.67,566.45,476.38,521.71,462.65,542.42,Grupo 3,69.2,45.45,86.7,8.9,4.4,De 31 a 60 alunos
RO,Pimenta Bueno,ESCOLA ESTADUAL DE EDUCACAO BASICA E PROFISSIONAL ABAITARA,2,2,57,0.0,46,80.7,555.66,464.18,473.87,438.14,488.7,Grupo 2,63.9,0.0,90.8,9.2,0.0,De 31 a 60 alunos
RO,Machadinho D'Oeste,COLEGIO DRUMMOND,4,1,11,0.0,10,90.91,602.39,506.12,533.93,477.09,588.0,Grupo 3,29.7,70.0,100.0,0.0,0.0,De 1 a 30 alunos
RO,Porto Velho,COLEGIO OBJETIVO MAIS,4,1,17,0.0,17,100.0,683.16,646.89,630.57,676.44,820.0,Grupo 6,72.7,0.0,100.0,0.0,0.0,De 1 a 30 alunos
RO,Porto Velho,COLEGIO TIRADENTES DA POLICIA MILITAR II UNIDADE JACI PARANA CTPMII,2,1,48,0.0,33,68.75,538.43,450.33,477.6,422.32,527.27,Grupo 3,65.9,0.0,75.4,13.2,11.4,De 31 a 60 alunos
RO,Ji-Paraná,IFRO - CAMPUS JI-PARANA,1,1,152,0.0,131,86.18,592.74,516.4,540.48,520.19,576.03,Grupo 3,81.8,99.24,91.8,7.6,0.6,Maior que 90 alunos
RO,Vilhena,EEEFM SHIRLEI CERUTI,2,1,134,3.0,89,66.42,545.56,458.39,480.33,447.33,542.7,Grupo 3,61.0,59.55,59.4,25.5,15.1,Maior que 90 alunos
RO,Vilhena,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE RONDONIA - CAMPUS VILHENA,1,1,112,2.0,78,69.64,595.17,517.35,539.87,524.89,552.31,Grupo 3,71.2,100.0,85.9,13.3,0.8,Maior que 90 alunos
RO,Ariquemes,IFRO - CAMPUS ARIQUEMES,1,2,151,1.0,119,78.81,575.4,496.18,504.59,506.24,549.75,Grupo 3,71.3,95.8,88.1,8.6,3.3,Maior que 90 alunos
RO,Porto Velho,IFRO - CAMPUS PORTO VELHO CALAMA,1,1,190,0.0,144,75.79,593.47,507.14,546.41,503.82,581.94,Grupo 3,70.5,96.53,85.4,11.2,3.4,Maior que 90 alunos
RO,Cacoal,IFRO - CAMPUS CACOAL,1,1,30,0.0,29,96.67,598.98,515.5,547.77,530.99,664.14,Grupo 3,69.1,100.0,84.2,14.0,1.8,De 1 a 30 alunos
AC,Cruzeiro do Sul,ESC ANSELMO MAIA DE CARVALHO,2,1,70,4.0,43,61.43,516.25,430.48,455.35,389.43,509.3,Grupo 1,60.3,67.44,98.0,2.0,0.0,De 61 a 90 alunos
AC,Cruzeiro do Sul,ESC FLODOARDO CABRAL,2,1,436,10.0,244,55.96,534.86,443.91,476.74,428.49,528.11,Grupo 2,36.4,78.69,83.2,9.0,7.8,Maior que 90 alunos
AC,Cruzeiro do Sul,ESC CRAVEIRO COSTA,2,1,309,1.0,161,52.1,519.27,434.57,459.31,413.26,500.62,Grupo 1,37.7,72.05,84.9,3.1,12.0,Maior que 90 alunos
AC,Cruzeiro do Sul,ESC JUAREZ IBERNON,2,2,62,1.0,34,54.84,515.59,430.8,437.34,433.32,449.41,Grupo 1,38.5,70.59,77.3,12.5,10.2,De 61 a 90 alunos
AC,Cruzeiro do Sul,ESC MANOEL BRAZ DE MELO,2,2,95,5.0,54,56.84,523.04,438.7,451.96,421.3,471.48,Grupo 2,48.8,90.74,89.1,4.5,6.4,Maior que 90 alunos
AC,Cruzeiro do Sul,ESC MARIA DE NAZARE SANTIAGO,2,2,33,0.0,20,60.61,517.93,436.42,456.11,426.43,500.0,Grupo 1,24.4,80.0,95.0,1.7,3.3,De 31 a 60 alunos
AC,Cruzeiro do Sul,ESC INST ORFANOLOGICO SANTA TERESINHA,4,1,33,1.0,27,81.82,606.13,514.86,550.7,493.58,667.44,Grupo 4,30.8,85.19,92.7,6.4,0.9,De 31 a 60 alunos
AC,Mâncio Lima,ESC 1º DE MAIO,2,1,46,2.0,32,69.57,517.47,437.42,449.95,409.04,483.75,Grupo 2,59.0,84.38,89.0,4.1,6.9,De 31 a 60 alunos
AC,Capixaba,ESC ARGENTINA PEREIRA FEITOSA,2,1,70,0.0,54,77.14,535.72,434.25,469.34,429.25,511.48,Grupo 3,47.0,61.11,81.8,6.5,11.7,De 61 a 90 alunos
AC,Plácido de Castro,ESC SAO LUIZ GONZAGA,2,2,60,1.0,41,68.33,528.87,446.5,464.59,422.23,479.51,Grupo 3,37.9,82.93,84.7,4.8,10.5,De 31 a 60 alunos
AC,Rio Branco,ESC COLEGIO ADVENTISTA DE RIO BRANCO,4,1,80,2.0,66,82.5,567.88,486.67,506.72,459.46,551.21,Grupo 4,56.4,65.15,96.1,3.9,0.0,De 61 a 90 alunos
AC,Rio Branco,ESC CENTRO EDUCACIONAL E CULTURAL - META,4,1,159,0.0,152,95.6,605.9,538.68,556.64,532.06,680.63,Grupo 5,65.1,61.18,98.0,2.0,0.0,Maior que 90 alunos
AC,Rio Branco,ESC COLEGIO DE APLICACAO UFAC,1,1,14,0.0,14,100.0,595.72,495.65,543.04,447.98,641.43,Grupo 5,89.4,85.71,72.4,27.6,0.0,De 1 a 30 alunos
AC,Rio Branco,ESC COLEGIO ESTADUAL BARAO DO RIO BRANCO,2,1,574,4.0,370,64.46,531.49,451.76,478.97,432.26,511.08,Grupo 2,65.9,42.97,66.6,20.8,12.6,Maior que 90 alunos
AC,Rio Branco,ESC DR JOAO BATISTA AGUIAR,2,1,197,1.0,107,54.31,520.6,441.42,473.43,424.77,494.39,Grupo 3,63.3,75.7,75.4,6.3,18.3,Maior que 90 alunos
AC,Rio Branco,ESC ALCIMAR NUNES LEITAO,2,1,92,3.0,70,76.09,540.88,447.64,475.39,431.58,531.43,Grupo 3,79.4,71.43,79.4,10.7,9.9,Maior que 90 alunos
AC,Rio Branco,ESC HUMBERTO SOARES DA COSTA,2,1,68,1.0,51,75.0,518.95,442.44,472.86,418.27,497.25,Grupo 2,65.3,52.94,91.5,8.5,0.0,De 61 a 90 alunos
AC,Rio Branco,ESC PROF JOSE RODRIGUES LEITE,2,1,283,1.0,268,94.7,551.75,465.97,504.64,449.43,562.31,Grupo 3,83.7,65.67,96.3,3.6,0.1,Maior que 90 alunos
AC,Rio Branco,ESC DR SANTIAGO DANTAS,2,2,50,2.0,28,56.0,537.25,448.89,469.23,424.38,490.0,Grupo 2,54.0,39.29,66.9,23.8,9.3,De 31 a 60 alunos
AC,Rio Branco,ESC PROF HELOISA MOURAO MARQUES,2,1,289,4.0,178,61.59,529.53,446.41,474.48,417.97,489.44,Grupo 2,53.1,62.36,61.9,31.6,6.5,Maior que 90 alunos
AC,Rio Branco,ESC INSTITUTO DE EDUCACAO LOURENCO FILHO,2,1,113,5.0,82,72.57,522.3,453.9,479.37,437.6,522.93,Grupo 3,61.2,75.61,68.5,24.1,7.4,Maior que 90 alunos
AC,Rio Branco,ESC LEONCIO DE CARVALHO,2,1,167,0.0,114,68.26,540.38,464.56,480.4,446.83,524.39,Grupo 3,79.7,81.58,84.8,8.1,7.1,Maior que 90 alunos
AC,Rio Branco,ESC LOURIVAL SOMBRA PEREIRA LIMA,2,1,140,1.0,95,67.86,532.63,461.18,494.49,439.94,527.58,Grupo 3,84.4,74.74,80.1,8.0,11.9,Maior que 90 alunos
AC,Rio Branco,ESCOLA PRESBITERIANA JOAO CALVINO,2,1,407,7.0,366,89.93,549.33,462.45,494.01,440.51,542.67,Grupo 3,63.5,79.51,97.6,2.0,0.4,Maior que 90 alunos
AC,Porto Acre,ESC UNIAO E PROGRESSO,2,2,54,1.0,32,59.26,527.1,431.96,470.22,432.39,520.0,Grupo 2,43.7,53.13,92.9,2.2,4.9,De 31 a 60 alunos
AC,Rio Branco,ESC INSTITUTO IMACULADA CONCEICAO,4,1,41,0.0,35,85.37,561.41,503.58,495.72,480.3,590.29,Grupo 4,71.4,91.43,96.2,3.2,0.6,De 31 a 60 alunos
AC,Rio Branco,ESC INSTITUTO SAO JOSE,2,1,131,1.0,125,95.42,571.42,475.27,508.35,487.25,571.84,Grupo 4,100.0,94.4,97.9,1.9,0.2,Maior que 90 alunos
AC,Senador Guiomard,ESC 15 DE JUNHO,2,1,251,2.0,147,58.57,524.95,441.72,467.45,440.32,488.44,Grupo 2,69.1,79.59,76.3,10.2,13.5,Maior que 90 alunos
AC,Porto Acre,ESC CEL JOSE PLACIDO DE CASTRO,2,1,39,1.0,29,74.36,513.2,427.5,446.67,414.43,478.62,Grupo 2,31.3,93.1,100.0,0.0,0.0,De 31 a 60 alunos
AC,Porto Acre,ESC JADER SARAIVA MACHADO,2,2,39,1.0,30,76.92,518.1,452.42,464.51,437.98,480.0,Grupo 2,69.2,90.0,78.1,17.1,4.8,De 31 a 60 alunos
AC,Xapuri,ESC SAO MIGUEL,2,2,18,0.0,14,77.78,493.8,409.84,422.82,403.16,467.14,Grupo 1,38.5,64.29,86.5,8.1,5.4,De 1 a 30 alunos
AC,Acrelândia,ESC SANTA LUCIA III,2,2,33,0.0,22,66.67,519.48,453.45,475.96,459.9,485.45,Grupo 2,28.6,95.45,97.7,0.0,2.3,De 31 a 60 alunos
AC,Cruzeiro do Sul,ESC DOM HENRIQUE RUTH,2,1,385,11.0,239,62.08,553.61,462.87,496.99,444.19,584.44,Grupo 2,36.5,69.87,73.9,16.3,9.8,Maior que 90 alunos
AC,Rio Branco,ESC COLEGIO VITORIA,4,1,32,1.0,29,90.63,572.01,489.75,514.62,484.17,576.55,Grupo 5,37.1,62.07,88.0,12.0,0.0,De 31 a 60 alunos
AC,Acrelândia,ESC MARCILIO PONTES DOS SANTOS,2,1,119,0.0,79,66.39,537.42,444.71,473.2,432.98,485.82,Grupo 2,50.6,73.42,80.2,13.4,6.4,Maior que 90 alunos
AC,Rodrigues Alves,ESC FRANCISCO BRAGA DE SOUZA,2,1,98,4.0,50,51.02,507.05,435.84,453.94,424.16,487.6,Grupo 2,69.2,92.0,88.8,4.7,6.5,Maior que 90 alunos
AC,Rio Branco,ESC ASSOCIACAO MODELAR DE ENSINO A M E,4,1,38,0.0,36,94.74,601.14,516.58,545.02,551.55,626.67,Grupo 5,30.8,63.89,95.3,4.7,0.0,De 31 a 60 alunos
AC,Plácido de Castro,ESC JOAO RICARDO DE FREITAS,2,1,112,0.0,73,65.18,528.46,442.49,459.88,440.38,487.95,Grupo 2,42.3,93.15,77.3,7.9,14.8,Maior que 90 alunos
AC,Rio Branco,ESC COLEGIO ALTERNATIVO DO ACRE LTDA,4,1,57,0.0,55,96.49,601.53,519.43,543.23,532.21,641.45,Grupo 5,56.1,69.09,94.7,5.3,0.0,De 31 a 60 alunos
AC,Rio Branco,ESC DE EDUCACAO BASCIA E PROFISSIONAL FUNDACAO BRADESCO,4,1,54,1.0,51,94.44,562.25,473.86,506.96,493.05,565.49,Grupo 3,69.2,98.04,97.4,2.6,0.0,De 31 a 60 alunos
AC,Rio Branco,ESC LOURIVAL PINHO,2,1,429,8.0,239,55.71,525.22,446.62,471.27,428.26,497.66,Grupo 2,68.1,69.87,69.5,11.3,19.2,Maior que 90 alunos
AC,Rio Branco,ESC GLORIA PEREZ,2,1,368,6.0,192,52.17,529.56,455.09,478.14,431.67,497.92,Grupo 2,64.2,50.52,80.4,9.1,10.5,Maior que 90 alunos
AC,Rio Branco,ESC JORNALISTA ARMANDO NOGUEIRA,2,1,519,8.0,281,54.14,524.58,449.38,470.17,423.24,502.35,Grupo 3,46.6,52.31,76.2,16.9,6.9,Maior que 90 alunos
AC,Rio Branco,ESC COLEGIO LATO SENSU,4,1,39,0.0,39,100.0,642.64,548.77,556.52,533.13,711.28,Grupo 6,92.1,79.49,100.0,0.0,0.0,De 31 a 60 alunos
AC,Rio Branco,ESC JOSE RIBAMAR BATISTA,2,1,272,10.0,227,83.46,533.89,453.94,482.11,440.48,530.13,Grupo 2,72.1,79.74,77.9,14.2,7.9,Maior que 90 alunos
AC,Rio Branco,ESC DE ENSINO MEDIO E TECNICO PLACIDO DE CASTRO,4,1,34,0.0,32,94.12,619.33,538.88,560.23,585.53,666.88,Grupo 6,63.0,75.0,98.7,1.3,0.0,De 31 a 60 alunos
AC,Jordão,ESC JAIRO DE FIGUEIREDO MELO,2,1,85,2.0,43,50.59,483.34,418.08,421.99,411.4,425.12,Grupo 1,34.6,95.35,94.1,1.1,4.8,De 61 a 90 alunos
AC,Cruzeiro do Sul,IFAC - CAMPUS CRUZEIRO DO SUL,1,1,24,1.0,16,66.67,566.83,475.44,473.17,456.76,493.75,Grupo 2,84.3,100.0,83.1,16.1,0.8,De 1 a 30 alunos
AC,Xapuri,INSTITUTO FEDERAL DO ACRE - CAMPUS XAPURI,1,1,37,0.0,31,83.78,552.74,458.81,496.21,458.3,527.1,Grupo 3,67.5,90.32,93.5,2.6,3.9,De 31 a 60 alunos
AC,Rio Branco,IFAC - CAMPUS RIO BRANCO,1,1,10,0.0,10,100.0,579.85,483.87,510.22,453.82,554.0,Grupo 3,89.6,80.0,69.3,19.8,10.9,De 1 a 30 alunos
AC,Rio Branco,ESC COLEGIO SIGMA,4,1,19,0.0,15,78.95,636.53,590.13,585.95,597.96,666.67,Grupo 6,52.3,40.0,99.1,0.9,0.0,De 1 a 30 alunos
AC,Rio Branco,ESC PROF PEDRO MARTINELLO,2,1,96,4.0,68,70.83,511.87,440.94,466.54,408.23,520.59,Grupo 3,56.4,80.88,73.2,19.5,7.3,Maior que 90 alunos
AC,Rio Branco,ESC SEBASTIAO PEDROSA,2,1,254,3.0,156,61.42,516.01,444.56,475.03,424.01,484.49,Grupo 2,66.2,71.15,60.5,28.1,11.4,Maior que 90 alunos
AC,Rio Branco,ESC PROF CLICIA GADELHA,2,1,270,11.0,159,58.89,521.63,441.68,469.43,422.14,493.08,Grupo 2,70.9,77.36,68.1,19.4,12.5,Maior que 90 alunos
AC,Rio Branco,ESC BOA UNIAO ENSINO JOVEM,2,1,172,2.0,98,56.98,539.93,447.52,478.61,418.0,488.37,Grupo 3,56.8,58.16,61.2,37.7,1.1,Maior que 90 alunos
AM,Barcelos,ESCOLA ESTADUAL SAO FRANCISCO DE SALLES,2,1,62,0.0,44,70.97,552.34,466.58,489.65,454.19,549.09,Grupo 3,35.2,90.91,89.9,5.2,4.9,De 61 a 90 alunos
AM,São Gabriel da Cachoeira,ESCOLA ESTADUAL DOM JOAO MARCHESI,2,1,96,0.0,51,53.13,523.16,426.15,464.66,427.25,478.43,Grupo 3,30.0,66.67,92.7,1.7,5.6,Maior que 90 alunos
AM,São Gabriel da Cachoeira,ESCOLA ESTADUAL SAO GABRIEL,2,1,93,0.0,62,66.67,522.82,434.64,477.79,453.67,537.42,Grupo 3,44.2,79.03,80.3,16.8,2.9,Maior que 90 alunos
AM,Santo Antônio do Içá,ESCOLA ESTADUAL SANTO ANTONIO,2,1,204,0.0,117,57.35,505.76,429.08,445.59,407.41,499.49,Grupo 2,49.5,88.89,88.3,11.7,0.0,Maior que 90 alunos
AM,São Paulo de Olivença,ESCOLA ESTADUAL Nª Sª DA ASSUNCAO,2,1,184,1.0,117,63.59,528.16,442.83,463.95,430.76,531.28,Grupo 2,37.6,90.6,89.3,4.0,6.7,Maior que 90 alunos
AM,Tabatinga,ESCOLA ESTADUAL DUQUE DE CAXIAS,2,1,179,0.0,109,60.89,526.85,448.17,464.21,409.82,485.69,Grupo 3,39.1,74.31,79.2,20.8,0.0,Maior que 90 alunos
AM,Alvarães,ESCOLA ESTADUAL PROF JOHANNES PETRUS,2,1,117,0.0,76,64.96,510.77,416.56,456.72,415.04,498.16,Grupo 3,45.7,94.74,85.1,1.7,13.2,Maior que 90 alunos
AM,Tefé,CENTRO EDUCACIONAL GOVERNADOR GILBERTO MESTRINHO,2,1,256,0.0,209,81.64,542.53,458.63,493.34,432.14,595.12,Grupo 3,65.4,78.95,93.8,5.2,1.0,Maior que 90 alunos
AM,Anori,ESCOLA ESTADUAL PRESIDENTE COSTA E SILVA,2,1,153,0.0,87,56.86,501.6,426.56,449.33,408.86,500.46,Grupo 2,18.0,91.95,91.3,3.4,5.3,Maior que 90 alunos
AM,Caapiranga,ESCOLA ESTADUAL CARMINA DE CASTRO,2,1,91,3.0,48,52.75,514.15,432.45,446.42,415.68,506.67,Grupo 3,54.1,93.75,88.6,6.2,5.2,Maior que 90 alunos
AM,Coari,ESCOLA ESTADUAL NOSSA SENHORA DO PERPETUO SOCORRO,2,1,253,3.0,182,71.94,515.82,432.73,453.31,408.1,488.12,Grupo 2,50.7,85.16,90.1,6.9,3.0,Maior que 90 alunos
AM,Coari,ESCOLA ESTADUAL MARIA ALMEIDA DO NASCIMENTO,2,1,108,0.0,60,55.56,500.35,425.72,448.2,412.9,491.67,Grupo 3,49.1,61.67,81.8,4.7,13.5,Maior que 90 alunos
AM,Coari,INSTITUTO BEREANO DE COARI,2,1,100,0.0,54,54.0,516.46,430.8,447.91,411.94,461.85,Grupo 3,40.8,81.48,83.8,5.8,10.4,Maior que 90 alunos
AM,Careiro,ESCOLA ESTADUAL SENADOR FABIO LUCENA,2,2,59,0.0,32,54.24,528.67,432.24,460.73,408.85,540.63,Grupo 2,30.4,81.25,91.6,0.5,7.9,De 31 a 60 alunos
AM,Careiro da Várzea,ESCOLA ESTADUAL TIBURCIO ALVES MOGEIRO,2,2,36,0.0,22,61.11,498.18,413.67,430.82,378.67,489.09,Grupo 1,17.4,95.45,94.7,0.0,5.3,De 31 a 60 alunos
AM,Careiro da Várzea,ESCOLA ESTADUAL ALBERTO SANTOS MIGUEIS,2,2,32,0.0,16,50.0,527.98,424.11,438.09,396.31,502.5,Grupo 2,17.6,81.25,93.3,0.8,5.9,De 31 a 60 alunos
AM,Iranduba,ESCOLA ESTADUAL ISAIAS VASCONCELOS,2,1,281,1.0,148,52.67,527.55,435.9,461.85,415.83,537.97,Grupo 3,43.6,80.41,80.3,10.7,9.0,Maior que 90 alunos
AM,Manacapuru,ESCOLA ESTADUAL NOSSA SENHORA DE NAZARE,2,1,512,0.0,316,61.72,514.58,440.06,460.65,417.84,488.29,Grupo 2,56.4,84.49,81.5,16.1,2.4,Maior que 90 alunos
AM,Manaus,ASSOCIACAO DE CIENCIAS EDUCACAO E TECNOLOGIA DA AMAZONIA - COLEGIO MARTHA FALCAO,4,1,77,0.0,62,80.52,615.8,538.66,563.79,515.22,630.32,Grupo 6,54.4,54.84,87.3,7.3,5.4,De 61 a 90 alunos
AM,Manaus,INSTITUTO HILDA FERREIRA,4,1,33,0.0,29,87.88,602.22,536.21,545.63,519.33,614.48,Grupo 5,54.9,68.97,97.8,2.2,0.0,De 31 a 60 alunos
AM,Manaus,REDE SESI DE EDUCACAO - AMAZONAS - UNIDADE DE EDUCACAO DRA EMINA BARBOSA MUSTAFA,4,1,50,0.0,39,78.0,566.69,471.62,527.63,465.37,583.59,Grupo 4,61.9,71.79,95.0,4.5,0.5,De 31 a 60 alunos
AM,Manaus,CENTRO EDUCACIONAL ALVARO BOTELHO MAIA,4,1,15,0.0,11,73.33,596.87,499.25,535.24,490.12,596.36,Grupo 4,61.8,36.36,98.0,2.0,0.0,De 1 a 30 alunos
AM,Manaus,CENTRO EDUCACIONAL RAIMUNDO BELO FERREIRA,4,1,25,0.0,18,72.0,598.21,489.03,542.65,506.83,613.33,Grupo 4,40.5,61.11,97.3,1.3,1.4,De 1 a 30 alunos
AM,Manaus,CENTRO EDUCACIONAL SANTA TERESINHA,4,1,26,0.0,25,96.15,598.75,512.85,551.38,503.16,640.8,Grupo 5,76.9,68.0,98.9,1.1,0.0,De 1 a 30 alunos
AM,Manaus,CENTRO EDUCACIONAL LATO SENSU,4,1,127,0.0,121,95.28,660.93,622.39,606.76,679.01,761.32,Grupo 6,62.3,89.26,99.5,0.5,0.0,Maior que 90 alunos
AM,Manaus,CENTRO EDUCACIONAL CASIMIRO DE ABREU,4,1,57,0.0,42,73.68,542.65,481.38,495.85,462.72,508.1,Grupo 4,75.6,61.9,94.0,6.0,0.0,De 31 a 60 alunos
AM,Manaus,CENTRO EDUCACIONAL FUCAPI LYNALDO CAVALCANTE DE ALBUQUERQUE CEEF,4,1,39,0.0,36,92.31,606.52,536.89,547.38,550.2,656.97,Grupo 5,45.8,58.33,85.4,13.9,0.7,De 31 a 60 alunos
AM,Manaus,CENTRO EDUCACIONAL LA SALLE,4,1,237,0.0,217,91.56,607.72,529.25,562.57,528.47,630.88,Grupo 6,74.8,68.2,84.5,15.5,0.0,Maior que 90 alunos
AM,Manaus,CENTRO EDUCACIONAL RECANTO DA CRIANCA INTERATIVO,4,1,37,0.0,31,83.78,568.77,462.99,507.53,427.52,580.65,Grupo 4,23.1,83.87,99.2,0.8,0.0,De 31 a 60 alunos
AM,Manaus,CENTRO EDUC SILVIA GUERRA,4,1,75,0.0,56,74.67,552.46,469.58,497.67,445.6,544.64,Grupo 4,30.8,57.14,96.8,2.0,1.2,De 61 a 90 alunos
AM,Manaus,ESCOLAS IDAAM - UNIDADE DJALMA BATISTA,4,1,252,0.0,232,92.06,614.62,537.77,568.67,541.12,665.06,Grupo 5,70.3,0.0,97.3,2.7,0.0,Maior que 90 alunos
AM,Manaus,ESCOLA CONCORDIA DE ENSINO FUNDAMENTAL E MEDIO DA ULBRA,4,1,16,1.0,12,75.0,578.51,471.68,537.47,460.24,588.33,Grupo 5,61.5,66.67,99.0,0.0,1.0,De 1 a 30 alunos
AM,Manaus,COLEGIO AMAZONENSE DOM PEDRO II,2,1,436,0.0,385,88.3,548.93,466.55,513.46,443.2,557.3,Grupo 3,85.7,65.19,89.9,6.5,3.6,Maior que 90 alunos
