SG_UF_ESCOLA,NO_MUNICIPIO_ESCOLA,NO_ESCOLA_EDUCACENSO,TP_DEPENDENCIA_ADM_ESCOLA,TP_LOCALIZACAO_ESCOLA,NU_MATRICULAS,NU_PARTICIPANTES_NEC_ESP,NU_PARTICIPANTES,NU_TAXA_PARTICIPACAO,NU_MEDIA_MT,INSE,PC_FORMACAO_DOCENTE,NU_TAXA_PERMANENCIA,NU_TAXA_APROVACAO,NU_TAXA_REPROVACAO,NU_TAXA_ABANDONO,PORTE_ESCOLA
AL,Maceió,ESCOLA ESTADUAL PROFª AURELINA PALMEIRA DE MELO,2,1,176,1.0,95,53.98,427.36,Grupo 3,64.9,92.63,87.5,1.7,10.8,Maior que 90 alunos
AL,Maceió,ESCOLA ESTADUAL ROSALVO RIBEIRO,2,1,75,1.0,56,74.67,431.03,Grupo 3,40.7,76.79,74.3,9.1,16.6,De 61 a 90 alunos
AL,Maceió,ESC ESTADUAL PROF EDMILSON DE VASCONCELOS PONTES,2,1,30,0.0,20,66.67,417.22,Grupo 3,58.3,50.0,65.8,34.2,0.0,De 1 a 30 alunos
AL,Paripueira,ESCOLA ESTADUAL PROFESSORA JULIETA RAMOS PEREIRA,2,1,96,0.0,54,56.25,408.27,Grupo 2,58.2,81.48,84.4,14.6,1.0,Maior que 90 alunos
AL,Rio Largo,ESCOLA ESTADUAL FERNANDINA MALTA,2,1,218,0.0,110,50.46,417.88,Grupo 2,57.1,65.45,44.7,34.8,20.5,Maior que 90 alunos
AL,Rio Largo,ESCOLA ESTADUAL SANTOS DUMONT,2,2,169,0.0,123,72.78,439.16,Grupo 3,41.9,67.48,86.6,6.9,6.5,Maior que 90 alunos
AL,Rio Largo,ESCOLA ESTADUAL PROFª DORALICE DA SILVA MOURA,2,2,26,0.0,16,61.54,424.79,Grupo 2,57.4,56.25,62.7,15.8,21.5,De 1 a 30 alunos
AL,Rio Largo,ESCOLA ESTADUAL FRANCISCO LEAO,2,2,84,0.0,64,76.19,431.65,Grupo 2,63.1,75.0,79.8,9.4,10.8,De 61 a 90 alunos
AL,Rio Largo,ESCOLA DE EDUCACAO BASICA AGNUS DEI,4,1,30,0.0,28,93.33,497.27,Grupo 4,58.2,78.57,83.1,16.9,0.0,De 1 a 30 alunos
AL,Satuba,IFAL - CAMPUS SATUBA,1,1,138,0.0,132,95.65,478.96,Grupo 2,76.8,93.94,73.9,25.0,1.1,Maior que 90 alunos
AL,Satuba,ESCOLA ESTADUAL PROFº MANOEL GENTIL DO VALE BENTES,2,1,112,0.0,69,61.61,412.05,Grupo 2,68.0,78.26,66.2,13.4,20.4,Maior que 90 alunos
AL,Anadia,ESCOLA ESTADUAL RUI BARBOSA,2,1,107,0.0,75,70.09,425.91,Grupo 1,46.2,68.0,,,,Maior que 90 alunos
AL,Boca da Mata,ESCOLA CENECISTA DOUTOR JOAO EVANGELISTA TENORIO,4,1,40,0.0,36,90.0,443.82,Grupo 2,31.7,88.89,97.2,1.9,0.9,De 31 a 60 alunos
AL,Campo Alegre,ESCOLA ESTADUAL DOM CONSTANTINO LUERS,2,1,237,2.0,155,65.4,408.15,Grupo 1,50.0,85.81,75.6,11.6,12.8,Maior que 90 alunos
AL,Campo Alegre,COLEGIO RECANTO FELIZ,4,1,14,0.0,12,85.71,434.13,Grupo 3,14.3,91.67,95.2,2.4,2.4,De 1 a 30 alunos
AL,Coruripe,ESCOLA ESTADUAL INACIO DE CARVALHO,2,1,121,0.0,69,57.02,422.69,Grupo 2,51.4,84.06,76.9,8.5,14.6,Maior que 90 alunos
AL,Junqueiro,ESCOLA ESTADUAL PADRE AURELIO GOIS,2,1,225,6.0,184,81.78,452.61,Grupo 1,54.0,89.13,76.8,13.5,9.7,Maior que 90 alunos
AL,São Miguel dos Campos,COLEGIO NUNILA MACHADO -ROSAL,4,1,41,0.0,38,92.68,535.36,Grupo 4,50.0,89.47,93.4,6.6,0.0,De 31 a 60 alunos
AL,São Miguel dos Campos,ESCOLA ESTADUAL ANA LINS,2,1,382,0.0,199,52.09,419.42,Grupo 1,55.8,83.92,57.6,20.4,22.0,Maior que 90 alunos
AL,São Miguel dos Campos,ESCOLA ESTADUAL TARCISIO SOARES PALMEIRA,2,1,266,0.0,139,52.26,422.65,Grupo 2,40.4,74.82,53.9,18.9,27.2,Maior que 90 alunos
AL,São Miguel dos Campos,ESCOLA DE EDUCACAO BASICA CONSTRUTIVISTA,4,1,32,0.0,27,84.38,459.11,Grupo 3,30.8,81.48,93.6,3.2,3.2,De 31 a 60 alunos
AL,Teotônio Vilela,ESC ESTADUAL DE ED BASICA PEDRO JOAQUIM DE JESUS,2,1,426,1.0,229,53.76,428.55,Grupo 2,57.2,57.21,66.2,16.9,16.9,Maior que 90 alunos
AL,Penedo,COLEGIO DIOCESANO DE PENEDO,4,1,35,0.0,34,97.14,500.66,Grupo 4,69.2,76.47,97.4,1.8,0.8,De 31 a 60 alunos
AL,Penedo,ESCOLA ESTADUAL COMENDADOR JOSE DA SILVA PEIXOTO,2,1,306,2.0,156,50.98,420.32,Grupo 2,80.7,83.33,59.3,17.8,22.9,Maior que 90 alunos
AL,Penedo,COLEGIO IMACULADA CONCEICAO,4,1,18,0.0,18,100.0,507.74,Grupo 4,57.4,77.78,90.0,5.7,4.3,De 1 a 30 alunos
AL,Maceió,ATUAL CURSOS EDUCACAO BASICA,4,1,31,0.0,28,90.32,447.3,Grupo 3,44.1,78.57,95.7,4.3,0.0,De 31 a 60 alunos
AL,Maceió,ESCOLA DE EDUCACAO BASICA NOVA VIDA,4,1,40,0.0,37,92.5,471.24,Grupo 3,61.5,83.78,90.1,8.5,1.4,De 31 a 60 alunos
AL,Maceió,COLEGIO AUTENTICO,4,1,24,0.0,18,75.0,479.57,Grupo 3,38.5,72.22,98.2,1.8,0.0,De 1 a 30 alunos
AL,Maceió,COLEGIO CENECISTA DE MACEIO,4,1,28,0.0,22,78.57,467.76,Grupo 4,50.0,40.91,85.6,11.1,3.3,De 1 a 30 alunos
AL,Maceió,COLEGIO SAO LUCAS ALAGOANO LTDA,4,1,21,0.0,15,71.43,466.41,Grupo 3,46.2,60.0,97.6,2.4,0.0,De 1 a 30 alunos
AL,Maceió,COLEGIO POTENCIAL,4,1,34,0.0,31,91.18,435.69,Grupo 3,0.0,83.87,97.6,0.8,1.6,De 31 a 60 alunos
AL,Santana do Ipanema,IFAL - CAMPUS SANTANA DO IPANEMA,1,1,67,0.0,52,77.61,459.73,Grupo 2,80.0,96.15,,,,De 61 a 90 alunos
AL,Piranhas,IFAL - CAMPUS PIRANHAS,1,1,115,0.0,86,74.78,448.82,Grupo 2,83.0,90.7,76.2,15.7,8.1,Maior que 90 alunos
AL,Arapiraca,IFAL - CAMPUS ARAPIRACA,1,1,112,0.0,97,86.61,541.96,Grupo 3,79.5,92.78,77.4,16.6,6.0,Maior que 90 alunos
AL,Murici,IFAL - CAMPUS MURICI,1,1,66,0.0,47,71.21,440.59,Grupo 2,81.8,85.11,,,,De 61 a 90 alunos
AL,Maragogi,IFAL - CAMPUS MARAGOGI,1,1,75,0.0,55,73.33,483.84,Grupo 2,61.3,90.91,71.4,24.3,4.3,De 61 a 90 alunos
AL,Maceió,COLEGIO JAMBO,4,1,20,0.0,18,90.0,474.87,Grupo 4,22.0,0.0,95.2,3.2,1.6,De 1 a 30 alunos
AL,Penedo,IFAL - CAMPUS PENEDO,1,1,81,1.0,64,79.01,521.7,Grupo 2,87.1,79.69,67.8,18.2,14.0,De 61 a 90 alunos
AL,Maceió,UNIDADE INTEGRADA SESI SENAI CARLOS GUIDO FERRARIO LOBO,4,1,284,6.0,260,91.55,498.7,Grupo 3,78.5,93.85,97.5,2.3,0.2,Maior que 90 alunos
AL,Maceió,ESCOLA DE EDUCACAO BASICA ERALDO GOMES,4,1,25,0.0,22,88.0,448.79,Grupo 2,23.1,0.0,98.5,1.5,0.0,De 1 a 30 alunos
AL,Maceió,COLEGIO SANTA CLARA,4,1,34,0.0,17,50.0,462.75,Grupo 5,30.8,0.0,,,,De 31 a 60 alunos
AL,Batalha,COLEGIO NOSSA SENHORA DA PENHA,4,1,16,0.0,15,93.75,448.42,Grupo 3,22.5,0.0,100.0,0.0,0.0,De 1 a 30 alunos
AL,Arapiraca,COLEGIO DE EDUCACAO BASICA NOSSA SENHORA APARECIDA,4,1,30,0.0,28,93.33,469.35,Grupo 3,22.5,78.57,98.0,2.0,0.0,De 1 a 30 alunos
AL,Marechal Deodoro,UNIDADE INTEGRADA SESI SENAI EBEP PROF WILTON GAMA,4,1,96,0.0,75,78.13,432.47,Grupo 2,58.2,94.67,96.0,1.6,2.4,Maior que 90 alunos
AL,Maceió,SOCIEDADE ALAGOANA DE EDUCACAO INTEGRADA - SAEDI,4,1,29,1.0,29,100.0,494.99,Grupo 5,45.2,0.0,96.7,3.3,0.0,De 1 a 30 alunos
AL,Atalaia,UI SESI SENAI EBEP ATALAIA,4,1,105,0.0,93,88.57,427.52,Grupo 2,56.0,54.84,97.6,1.2,1.2,Maior que 90 alunos
AL,Pilar,ESCOLA DE EDUCACAO BASICA VOVO JOANA,4,1,17,0.0,11,64.71,416.45,Grupo 2,23.1,54.55,91.7,5.6,2.7,De 1 a 30 alunos
AL,Maceió,COLEGIO CARVALHO LTDA-ME II,4,1,83,0.0,61,73.49,431.36,Grupo 3,22.7,0.0,100.0,0.0,0.0,De 61 a 90 alunos
AL,União dos Palmares,COLEGIO ADVENTISTA DE UNIAO DOS PALMARES,4,1,17,0.0,16,94.12,491.48,Grupo 4,45.5,87.5,98.6,1.4,0.0,De 1 a 30 alunos
AL,União dos Palmares,EDUCANDARIO OLIMPIA AUGUSTA DOS SANTOS,4,1,37,0.0,32,86.49,424.2,Grupo 3,35.7,78.13,96.3,3.7,0.0,De 31 a 60 alunos
AL,Maceió,COLEGIO SAO JUDAS TADEU,4,1,70,0.0,55,78.57,447.42,Grupo 3,14.0,70.91,77.3,21.6,1.1,De 61 a 90 alunos
AL,Santana do Ipanema,COLEGIO DIVINO MESTRE,4,1,51,0.0,46,90.2,503.3,Grupo 3,38.5,86.96,96.2,3.3,0.5,De 31 a 60 alunos
AL,Maceió,COLEGIO SANTISSIMA TRINDADE,4,1,56,0.0,53,94.64,525.41,Grupo 4,66.7,69.81,97.5,2.5,0.0,De 31 a 60 alunos
AL,Arapiraca,EXITO COLEGIO,4,1,20,0.0,20,100.0,521.16,Grupo 4,56.3,95.0,94.0,3.6,2.4,De 1 a 30 alunos
AL,Maceió,COLEGIO SAO JERONIMO LTDA,4,1,71,0.0,57,80.28,465.07,Grupo 3,41.0,73.68,87.6,12.4,0.0,De 61 a 90 alunos
AL,Penedo,COLEGIO SAGRADO CORACAO DE JESUS,4,1,16,0.0,16,100.0,464.66,Grupo 3,35.7,62.5,97.4,0.0,2.6,De 1 a 30 alunos
AL,Penedo,ESCOLA NOSSA SENHORA DE FATIMA,4,1,16,0.0,16,100.0,470.21,Grupo 3,21.4,68.75,100.0,0.0,0.0,De 1 a 30 alunos
AL,Maceió,COLEGIO CRISTO REI,4,1,50,0.0,49,98.0,543.32,Grupo 5,37.7,0.0,93.4,4.9,1.7,De 31 a 60 alunos
AL,Viçosa,COLEGIO SAO TOMAS DE AQUINO,4,1,25,0.0,23,92.0,513.9,Grupo 3,26.3,100.0,98.6,1.4,0.0,De 1 a 30 alunos
AL,Palmeira dos Índios,IFAL - CAMPUS PALMEIRA DOS INDIOS,1,1,147,0.0,118,80.27,514.08,Grupo 3,70.8,94.07,74.1,12.4,13.5,Maior que 90 alunos
AL,Maceió,CENTRO EDUCACIONAL JORGE ASSUNCAO,4,1,34,0.0,20,58.82,427.14,Grupo 3,11.1,55.0,95.2,2.9,1.9,De 31 a 60 alunos
AL,Maceió,ESCOLA ESTADUAL MARCOS ANTONIO C SILVA,2,1,32,0.0,25,78.13,426.4,Grupo 2,76.9,0.0,81.6,8.6,9.8,De 31 a 60 alunos
AL,Boca da Mata,COLEGIO SAO MATEUS,4,1,19,0.0,16,84.21,558.34,Grupo 4,42.9,93.75,95.9,4.1,0.0,De 1 a 30 alunos
AL,Maceió,COLEGIO FANTASTICO,4,1,41,0.0,40,97.56,508.86,Grupo 3,46.2,90.0,97.5,1.2,1.3,De 31 a 60 alunos
AL,Maceió,SEB COC - MACEIO,4,1,188,0.0,163,86.7,626.64,Grupo 6,50.9,71.78,99.2,0.6,0.2,Maior que 90 alunos
AL,Maceió,COLEGIO SANTISSIMO SENHOR,4,1,67,2.0,60,89.55,510.33,Grupo 5,61.5,83.33,91.4,8.1,0.5,De 61 a 90 alunos
AL,Maceió,COLEGIO SANTA URSULA LTDA,4,1,101,3.0,97,96.04,611.98,Grupo 6,72.5,88.66,94.9,5.1,0.0,Maior que 90 alunos
AL,Delmiro Gouveia,ESCOLA CRISTO REI,4,1,30,0.0,27,90.0,499.02,Grupo 4,12.8,55.56,,,,De 1 a 30 alunos
AL,Marechal Deodoro,IFAL - CAMPUS MARECHAL DEODORO,1,1,33,0.0,31,93.94,536.28,Grupo 3,68.8,100.0,66.8,27.1,6.1,De 31 a 60 alunos
AL,Maceió,COLEGIO TIRADENTES POLICIA MILITAR,2,1,59,0.0,56,94.92,473.79,Grupo 4,60.0,80.36,94.6,4.1,1.3,De 31 a 60 alunos
AL,Rio Largo,CENTRO EDUCACIONAL RENASCER,4,1,12,0.0,10,83.33,446.06,Grupo 2,8.3,80.0,,,,De 1 a 30 alunos
AL,Maceió,COLEGIO CONTATO MACEIO,4,1,199,0.0,191,95.98,680.97,Grupo 6,57.7,38.22,100.0,0.0,0.0,Maior que 90 alunos
AL,Palmeira dos Índios,COMPLEXO EDUCACIONAL AGOSTINIANO,4,1,81,0.0,73,90.12,450.62,Grupo 3,52.7,78.08,97.0,1.5,1.5,De 61 a 90 alunos
AL,São Luís do Quitunde,ESCOLA DE EDUCACAO BASICA PADRE JOSE DE ANCHIETA,4,1,38,0.0,36,94.74,445.58,Grupo 3,52.9,83.33,98.5,1.5,0.0,De 31 a 60 alunos
AL,Maceió,COLEGIO ATIVO LTDA,4,1,23,0.0,19,82.61,484.96,Grupo 3,46.2,5.26,,,,De 1 a 30 alunos
AL,Maceió,COLEGIO GALILEU,4,1,12,1.0,10,83.33,453.05,Grupo 3,23.1,60.0,100.0,0.0,0.0,De 1 a 30 alunos
AL,Maceió,COLEGIO 29 DE JULHO,4,1,52,0.0,42,80.77,446.19,Grupo 3,44.1,80.95,97.1,2.9,0.0,De 31 a 60 alunos
AL,Maceió,CENTRO PEDAGOGICO PAULO FREIRE,4,1,19,0.0,16,84.21,410.58,Grupo 2,53.8,93.75,95.6,2.2,2.2,De 1 a 30 alunos
AL,Maceió,COLEGIO OBJETIVO,4,1,44,0.0,41,93.18,497.85,Grupo 4,39.5,75.61,90.5,9.5,0.0,De 31 a 60 alunos
AL,Pilar,ESCOLA MACHADO DE ASSIS,4,1,38,0.0,35,92.11,447.89,Grupo 3,20.5,88.57,100.0,0.0,0.0,De 31 a 60 alunos
AL,Coruripe,ESCOLA DE EDUCACAO BASICA DE CORURIPE,4,1,19,0.0,15,78.95,460.03,Grupo 3,30.8,86.67,97.4,2.6,0.0,De 1 a 30 alunos
AL,Arapiraca,ALTERNATIVA ESCOLA DE EDUCACAO BASICA,4,1,47,1.0,46,97.87,564.01,Grupo 4,39.2,76.09,92.6,7.4,0.0,De 31 a 60 alunos
AL,Maceió,COLEGIO PONTUAL UNIDADE FAROL,4,1,27,0.0,26,96.3,497.8,Grupo 4,60.0,69.23,93.7,6.3,0.0,De 1 a 30 alunos
AL,Santana do Ipanema,ESCOLA ESTADUAL PROFESSORA LAURA MARIA CHAGAS DE ASSIS,2,1,183,0.0,106,57.92,410.91,Grupo 2,66.2,79.25,,,,Maior que 90 alunos
AL,Maceió,ESCOLA ESTADUAL MARIA SALETE GUSMAO DE ARAUJO,2,1,157,0.0,87,55.41,423.79,Grupo 3,58.7,73.56,74.3,5.0,20.7,Maior que 90 alunos
AL,Maceió,COLEGIO ADVENTISTA DE MACEIO,4,1,70,0.0,68,97.14,541.76,Grupo 4,72.9,77.94,97.1,2.4,0.5,De 61 a 90 alunos
AL,Maceió,COLEGIO SANTISSIMA,4,1,28,0.0,21,75.0,421.68,Grupo 3,32.4,47.62,99.0,1.0,0.0,De 1 a 30 alunos
AL,Maceió,ESCOLA ESTADUAL GERALDO MELO DOS SANTOS,2,1,137,2.0,98,71.53,428.44,Grupo 2,48.0,82.65,75.0,24.8,0.2,Maior que 90 alunos
AL,Maceió,COLEGIO NOSSA SENHORA DA CONCEICAO APARECIDA,4,1,86,0.0,70,81.4,480.68,Grupo 3,67.0,87.14,83.1,16.0,0.9,De 61 a 90 alunos
AL,Pilar,ESCOLA DE ENSINO FUNDAMENTAL E MEDIO CRIATVA LTDA,4,1,26,0.0,18,69.23,412.98,Grupo 3,28.2,61.11,96.6,1.7,1.7,De 1 a 30 alunos
AL,Maceió,COLEGIO MARIA MONTESSORI,4,1,65,0.0,62,95.38,641.9,Grupo 6,59.1,0.0,96.9,3.1,0.0,De 61 a 90 alunos
AL,Arapiraca,ESCOLA ESTADUAL DE EDUCACAO BASICA PROFESSORA IZAURA ANTONIA DE LISBOA,2,1,181,1.0,117,64.64,419.24,Grupo 2,76.7,74.36,54.8,34.5,10.7,Maior que 90 alunos
AL,Penedo,ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PINGO DE GENTE,4,1,28,0.0,24,85.71,423.22,Grupo 3,46.2,62.5,93.9,4.9,1.2,De 1 a 30 alunos
AL,Rio Largo,ESCOLA ESTADUAL PROFª CLAUDIZETE LIMA ELEUTERIO,2,1,120,0.0,76,63.33,424.25,Grupo 3,69.6,80.26,71.6,11.6,16.8,Maior que 90 alunos
AL,Maceió,COLEGIO SAO LUCAS,4,1,30,2.0,26,86.67,501.7,Grupo 5,92.3,80.77,96.9,3.1,0.0,De 1 a 30 alunos
AL,Maceió,ESCOLA ESTADUAL PROFª BENEDITA DE CASTRO LIMA,2,1,261,0.0,177,67.82,412.05,Grupo 2,80.1,85.31,74.2,21.1,4.7,Maior que 90 alunos
AL,Arapiraca,EDUCANDARIO SAO LUCAS,4,1,16,0.0,15,93.75,503.8,Grupo 4,23.1,40.0,81.9,6.9,11.2,De 1 a 30 alunos
AL,Arapiraca,COLEGIO MADRE PAULINA,4,1,18,0.0,14,77.78,467.16,Grupo 3,7.7,42.86,92.0,5.3,2.7,De 1 a 30 alunos
AL,Girau do Ponciano,COOPERATIVA EDUCACIONAL DE GIRAU DO PONCIANO - LTDA,4,1,34,0.0,31,91.18,454.4,Grupo 3,7.7,90.32,96.0,4.0,0.0,De 31 a 60 alunos
AL,Arapiraca,COLEGIO DE EDUCACAO BASICA MONTEIRO LOBATO,4,1,15,0.0,14,93.33,477.08,Grupo 3,30.8,0.0,94.6,3.6,1.8,De 1 a 30 alunos
AL,Maceió,COLEGIO INTENSIVO SISTEMA DE ENSINO LTDA,4,1,168,0.0,121,72.02,467.85,Grupo 4,38.5,0.0,90.8,6.8,2.4,Maior que 90 alunos
AL,Maceió,COLEGIO PONTUAL - UNIDADE PONTA VERDE,4,1,40,0.0,27,67.5,514.96,Grupo 5,52.2,59.26,91.9,7.2,0.9,De 31 a 60 alunos
AL,Rio Largo,COLEGIO ROSALVO FELIX,4,1,15,0.0,13,86.67,461.16,Grupo 3,22.0,76.92,93.0,7.0,0.0,De 1 a 30 alunos
AL,Maceió,ESCOLA EST PROF GILVANA ATAIDE CAVALCANTE CABRAL,2,1,202,0.0,121,59.9,431.04,Grupo 2,82.6,90.08,80.2,8.9,10.9,Maior que 90 alunos
AL,Arapiraca,COLEGIO DE EDUCACAO BASICA SANTA ESMERALDA,4,1,45,0.0,43,95.56,541.42,Grupo 4,30.8,79.07,86.4,10.7,2.9,De 31 a 60 alunos
AL,Maceió,COLEGIO ROSALVO RIBEIRO DOS SANTOS,4,1,89,0.0,77,86.52,449.16,Grupo 3,35.7,72.73,97.1,2.9,0.0,De 61 a 90 alunos
AL,Maceió,COLEGIO EDSON MONTEIRO,4,1,33,0.0,29,87.88,480.73,Grupo 3,55.1,58.62,,,,De 31 a 60 alunos
AL,Maceió,COLEGIO DE SAINT GERMAIN,4,1,39,0.0,35,89.74,512.99,Grupo 5,61.7,51.43,94.5,5.5,0.0,De 31 a 60 alunos
AL,Maceió,D LINS COLEGIO E CURSO LTDA,4,1,86,0.0,82,95.35,487.71,Grupo 4,50.4,74.39,90.4,8.6,1.0,De 61 a 90 alunos
AL,Arapiraca,COLEGIO DE EDUCACAO BASICA SANTA AFRA,4,1,29,0.0,26,89.66,536.02,Grupo 5,40.4,73.08,84.8,13.8,1.4,De 1 a 30 alunos
AL,Maceió,ESCOLA ESTADUAL MARIA IVONE SANTOS DE OLIVEIRA,2,1,46,0.0,36,78.26,427.64,Grupo 3,77.8,63.89,69.6,13.4,17.0,De 31 a 60 alunos
AL,Arapiraca,COLEGIO MULTIVISAO,4,1,26,0.0,22,84.62,530.74,Grupo 3,35.7,86.36,85.0,15.0,0.0,De 1 a 30 alunos
AL,Maceió,COLEGIO DIOGO MARCOS,4,1,27,0.0,17,62.96,427.71,Grupo 3,7.7,82.35,98.9,0.0,1.1,De 1 a 30 alunos
AL,Maceió,COLEGIO RUI BARBOSA,4,1,26,0.0,24,92.31,465.45,Grupo 2,12.5,75.0,95.1,4.9,0.0,De 1 a 30 alunos
AL,Arapiraca,ESCOLA DE ENSINO FUNDAMENTAL SANTA IZABEL,4,1,29,0.0,27,93.1,445.2,Grupo 3,35.7,0.0,100.0,0.0,0.0,De 1 a 30 alunos
AL,Maceió,ESCOLA DE EDUCACAO BASICA ROMMEL VIEIRA,4,1,47,0.0,35,74.47,460.28,Grupo 3,23.1,0.0,92.9,6.3,0.8,De 31 a 60 alunos
AL,Maceió,SOCIEDADE EDUCACIONAL ELITE LTDA,4,1,23,0.0,22,95.65,567.24,Grupo 4,55.8,0.0,100.0,0.0,0.0,De 1 a 30 alunos
AL,Maceió,ESCOLA DE EDUCACAO BASICA SAO THIAGO,4,1,49,0.0,45,91.84,434.43,Grupo 3,26.7,60.0,100.0,0.0,0.0,De 31 a 60 alunos
AL,Maceió,EXPOENTE COLEGIO E CURSOS,4,1,14,0.0,14,100.0,463.41,Grupo 4,69.2,57.14,94.9,5.1,0.0,De 1 a 30 alunos
AL,Maceió,COLEGIO SANTA AMELIA,4,1,42,0.0,40,95.24,487.18,Grupo 4,47.5,70.0,85.9,1.2,12.9,De 31 a 60 alunos
AL,Maceió,ESCOLA DE EDUCACAO BASICA AGNES,4,1,45,0.0,38,84.44,467.72,Grupo 3,41.0,71.05,96.2,2.3,1.5,De 31 a 60 alunos
AL,Maceió,COLEGIO CARVALHO LTDA - ME,4,1,73,0.0,53,72.6,431.76,Grupo 3,29.9,47.17,95.8,0.0,4.2,De 61 a 90 alunos
AL,Teotônio Vilela,ESCOLA ESTADUAL DE ED BASICA E PROFISSIONAL JOSE APRIGIO BRANDAO VILELA,2,1,177,0.0,126,71.19,406.94,Grupo 1,52.2,93.65,75.2,7.9,16.9,Maior que 90 alunos
AL,Ibateguara,ESCOLA ESPECIALIZADA SAO JOSE,4,1,15,0.0,12,80.0,456.63,Grupo 3,25.0,50.0,100.0,0.0,0.0,De 1 a 30 alunos
SE,Canindé de São Francisco,ESCOLA ESTADUAL DOM JUVENCIO DE BRITTO,2,1,93,0.0,58,62.37,420.52,Grupo 2,57.8,81.03,59.1,19.0,21.9,Maior que 90 alunos
SE,Feira Nova,COLEGIO ESTADUAL MARIA MONTESSORI,2,1,47,0.0,24,51.06,404.47,Grupo 2,67.0,83.33,72.2,12.0,15.8,De 31 a 60 alunos
SE,Gracho Cardoso,COLEGIO ESTADUAL MANOEL ALCINO DO NASCIMENTO,2,1,49,0.0,27,55.1,417.68,Grupo 2,73.1,85.19,60.4,27.1,12.5,De 31 a 60 alunos
SE,Itabi,COLEGIO ESTADUAL PROFESSORA MARIA DAS GRACAS MENEZES MOURA,2,1,55,0.0,48,87.27,427.28,Grupo 2,68.1,97.92,80.6,11.5,7.9,De 31 a 60 alunos
SE,Monte Alegre de Sergipe,COLEGIO ESTADUAL 28 DE JANEIRO,2,1,96,0.0,78,81.25,433.24,Grupo 2,82.6,80.77,66.4,15.4,18.2,Maior que 90 alunos
SE,Nossa Senhora da Glória,COLEGIO EDUCAR,4,1,14,0.0,12,85.71,520.46,Grupo 4,51.3,83.33,100.0,0.0,0.0,De 1 a 30 alunos
SE,Nossa Senhora da Glória,COLEGIO ESTADUAL CICERO BEZERRA,2,1,101,0.0,74,73.27,445.57,Grupo 2,88.0,85.14,52.0,18.4,29.6,Maior que 90 alunos
SE,Nossa Senhora da Glória,COLEGIO ESTADUAL MANOEL MESSIAS FEITOSA,2,1,161,0.0,138,85.71,455.79,Grupo 2,85.9,74.64,61.2,25.5,13.3,Maior que 90 alunos
SE,Poço Redondo,COLEGIO ESTADUAL PROF JOSEFA MARQUES,2,1,19,0.0,11,57.89,372.45,Grupo 1,41.3,63.64,72.0,4.8,23.2,De 1 a 30 alunos
SE,Porto da Folha,COLEGIO ESTADUAL QUILOMBOLA 27 DE MAIO,2,2,21,0.0,11,52.38,378.46,Grupo 1,66.7,90.91,89.0,2.7,8.3,De 1 a 30 alunos
SE,Carira,COLEGIO ESTADUAL PROFESSOR ARTUR FORTES,2,1,179,2.0,105,58.66,436.88,Grupo 2,76.9,92.38,48.5,26.5,25.0,Maior que 90 alunos
SE,Frei Paulo,COLEGIO ESTADUAL PROFESSOR GENTIL TAVARES DA MOTA,2,1,55,0.0,44,80.0,455.07,Grupo 2,84.3,88.64,73.7,13.5,12.8,De 31 a 60 alunos
SE,Nossa Senhora Aparecida,COLEGIO ESTADUAL JOAO SALONIO,2,1,82,1.0,48,58.54,443.2,Grupo 1,75.0,87.5,58.7,26.8,14.5,De 61 a 90 alunos
SE,Cumbe,COLEGIO ESTADUAL ALCEBIADES PAES,2,1,48,0.0,29,60.42,406.06,Grupo 2,50.0,86.21,56.3,19.5,24.2,De 31 a 60 alunos
SE,Malhada dos Bois,COLEGIO ESTADUAL EMILIANO GUIMARAES,2,1,41,0.0,28,68.29,400.2,Grupo 2,76.1,78.57,53.3,19.5,27.2,De 31 a 60 alunos
SE,Muribeca,COLEGIO ESTADUAL ALMIRANTE BARROSO,2,1,68,0.0,47,69.12,437.13,Grupo 1,52.5,85.11,63.2,22.9,13.9,De 61 a 90 alunos
SE,Nossa Senhora das Dores,COLEGIO CENECISTA REGIONAL FRANCISCO PORTO,4,1,18,0.0,18,100.0,525.22,Grupo 4,37.5,94.44,89.3,10.7,0.0,De 1 a 30 alunos
SE,Nossa Senhora das Dores,COLEGIO ESTADUAL GENERAL CALAZANS,2,1,43,0.0,23,53.49,426.77,Grupo 2,93.5,73.91,54.7,24.2,21.1,De 31 a 60 alunos
SE,São Miguel do Aleixo,COLEGIO ESTADUAL MIGUEL DAS GRACAS,2,1,36,0.0,22,61.11,421.69,Grupo 2,61.7,90.91,68.7,6.9,24.4,De 31 a 60 alunos
SE,Areia Branca,COLEGIO ESTADUAL GOVERNADOR JOAO ALVES FILHO,2,1,125,0.0,70,56.0,414.35,Grupo 1,85.6,80.0,60.7,19.2,20.1,Maior que 90 alunos
SE,Campo do Brito,COLEGIO ESTADUAL GUILHERME CAMPOS,2,1,44,0.0,37,84.09,467.82,Grupo 2,60.9,72.97,81.4,7.6,11.0,De 31 a 60 alunos
SE,Campo do Brito,COLEGIO ESTADUAL ROQUE JOSE DE SOUZA,2,1,116,0.0,85,73.28,443.65,Grupo 1,80.1,95.29,79.9,10.2,9.9,Maior que 90 alunos
